Date,Adj Close,Close,High,Low,Open,Volume
2014-02-24,81.99089050292969,90.41000366210938,90.81999969482422,90.04000091552734,90.13999938964844,31500400
2014-02-25,81.90019226074219,90.30999755859375,90.72000122070312,90.0199966430664,90.54000091552734,26771700
2014-02-26,81.8276596069336,90.2300033569336,90.83999633789062,89.87000274658203,90.55000305175781,42953700
2014-02-27,82.35858154296875,90.44000244140625,90.52999877929688,89.7300033569336,89.87000274658203,28742400
2014-02-28,82.26751708984375,90.33999633789062,90.95999908447266,89.54000091552734,90.41999816894531,48609800
2014-03-03,81.65737915039062,89.66999816894531,89.91000366210938,88.87000274658203,89.48999786376953,38885700
2014-03-04,82.69551849365234,90.80999755859375,90.9800033569336,90.55999755859375,90.6500015258789,33189000
2014-03-05,82.92317962646484,91.05999755859375,91.22000122070312,90.7699966430664,90.95999908447266,27203300
2014-03-06,82.85033416748047,90.9800033569336,91.33999633789062,90.6500015258789,91.2699966430664,24063900
2014-03-07,82.44054412841797,90.52999877929688,91.36000061035156,90.06999969482422,91.2699966430664,31167800
2014-03-10,82.51338958740234,90.61000061035156,90.66000366210938,90.02999877929688,90.4800033569336,18131700
2014-03-11,82.15821075439453,90.22000122070312,91.05999755859375,89.94999694824219,90.83000183105469,27484300
2014-03-12,82.46783447265625,90.55999755859375,90.61000061035156,89.4800033569336,89.80999755859375,27977200
2014-03-13,81.30223846435547,89.27999877929688,90.93000030517578,88.87000274658203,90.9000015258789,48542000
2014-03-14,80.74671173095703,88.66999816894531,89.37999725341797,88.62999725341797,88.98999786376953,38732300
2014-03-17,81.45701599121094,89.44999694824219,89.91000366210938,89.19000244140625,89.23999786376953,28467200
2014-03-18,82.44054412841797,90.52999877929688,90.63999938964844,89.52999877929688,89.55999755859375,31250200
2014-03-19,81.9942855834961,90.04000091552734,90.66000366210938,89.44999694824219,90.55999755859375,40869400
2014-03-20,82.22195434570312,90.29000091552734,90.55999755859375,89.58000183105469,89.76000213623047,31634500
2014-03-21,81.23258209228516,89.0,90.6500015258789,88.83000183105469,90.5999984741211,62754000
2014-03-24,80.5206527709961,88.22000122070312,89.38999938964844,87.41000366210938,89.31999969482422,77735300
2014-03-25,80.78535461425781,88.51000213623047,89.25,87.7699966430664,88.68000030517578,41723300
2014-03-26,79.74481964111328,87.37000274658203,89.1500015258789,87.36000061035156,88.94999694824219,40930400
2014-03-27,79.29759979248047,86.87999725341797,87.63999938964844,86.4000015258789,87.25,64784500
2014-03-28,79.45277404785156,87.05000305175781,88.01000213623047,86.80999755859375,87.16000366210938,39895100
2014-03-31,80.01863861083984,87.66999816894531,88.26000213623047,87.62000274658203,87.7300033569336,33924300
2014-04-01,81.42425537109375,89.20999908447266,89.2699966430664,87.70999908447266,88.0999984741211,38683800
2014-04-02,81.63417053222656,89.44000244140625,89.68000030517578,89.04000091552734,89.58999633789062,34631600
2014-04-03,80.98612976074219,88.7300033569336,89.68000030517578,88.22000122070312,89.52999877929688,30319100
2014-04-04,78.83212280273438,86.37000274658203,89.41000366210938,86.13999938964844,89.31999969482422,131213200
2014-04-07,78.08370208740234,85.55000305175781,86.62999725341797,84.94999694824219,85.83000183105469,83995800
2014-04-08,78.80471801757812,86.33999633789062,86.45999908447266,85.3499984741211,85.6500015258789,51495700
2014-04-09,80.15557861328125,87.81999969482422,87.87000274658203,86.43000030517578,86.66000366210938,45685200
2014-04-10,77.6729507446289,85.0999984741211,87.87999725341797,84.86000061035156,87.87999725341797,73659600
2014-04-11,76.76935577392578,84.11000061035156,85.44000244140625,83.91000366210938,84.33999633789062,93657400
2014-04-14,77.37176513671875,84.7699966430664,85.22000122070312,83.98999786376953,84.8499984741211,46500700
2014-04-15,77.6272964477539,85.05000305175781,85.54000091552734,83.27999877929688,85.08000183105469,84631500
2014-04-16,78.65868377685547,86.18000030517578,86.18000030517578,85.08999633789062,85.79000091552734,46970900
2014-04-17,78.67694854736328,86.19999694824219,86.62999725341797,85.62999725341797,85.8499984741211,53719500
2014-04-21,79.26109313964844,86.83999633789062,86.83999633789062,86.0,86.4000015258789,25947900
2014-04-22,79.8908920288086,87.52999877929688,87.75,86.98999786376953,87.13999938964844,38593400
2014-04-23,79.18807220458984,86.76000213623047,87.55999755859375,86.70999908447266,87.52999877929688,34376700
2014-04-24,79.94562530517578,87.58999633789062,88.20999908447266,86.6500015258789,88.19000244140625,48926300
2014-04-25,78.66781616210938,86.19000244140625,87.16999816894531,85.9800033569336,87.06999969482422,44334000
2014-04-28,78.9233627319336,86.47000122070312,87.11000061035156,85.11000061035156,86.5999984741211,58623800
2014-04-29,79.55316925048828,87.16000366210938,87.31999969482422,86.30999755859375,86.7300033569336,36742700
2014-04-30,79.7630844116211,87.38999938964844,87.4800033569336,86.54000091552734,86.76000213623047,38689400
2014-05-01,80.00039672851562,87.6500015258789,88.1500015258789,87.30999755859375,87.52999877929688,37127200
2014-05-02,79.85438537597656,87.48999786376953,88.11000061035156,87.27999877929688,87.94999694824219,40074200
2014-05-05,80.2741928100586,87.94999694824219,87.97000122070312,86.76000213623047,86.97000122070312,27924400
2014-05-06,79.23371124267578,86.80999755859375,87.86000061035156,86.7699966430664,87.80999755859375,33698500
2014-05-07,79.00550842285156,86.55999755859375,87.08000183105469,85.52999877929688,86.98999786376953,67489100
2014-05-08,78.93252563476562,86.4800033569336,87.52999877929688,86.05000305175781,86.25,46556900
2014-05-09,79.22456359863281,86.80000305175781,86.86000061035156,85.8499984741211,86.43000030517578,35081500
2014-05-12,80.5297622680664,88.2300033569336,88.26000213623047,87.23999786376953,87.31999969482422,38951100
2014-05-13,80.58454132080078,88.29000091552734,88.61000061035156,88.12000274658203,88.30999755859375,30311900
2014-05-14,80.16468048095703,87.83000183105469,88.3499984741211,87.62000274658203,88.0199966430664,26483600
2014-05-15,79.53490447998047,87.13999938964844,87.95999908447266,86.58000183105469,87.80999755859375,59680300
2014-05-16,80.05513763427734,87.70999908447266,87.76000213623047,86.63999938964844,87.23999786376953,66804100
2014-05-19,80.6119384765625,88.31999969482422,88.45999908447266,87.30000305175781,87.44999694824219,32017000
2014-05-20,80.3198471069336,88.0,88.5999984741211,87.63999938964844,88.27999877929688,33716000
2014-05-21,81.08655548095703,88.83999633789062,88.88999938964844,88.11000061035156,88.16000366210938,36837700
2014-05-22,81.4425048828125,89.2300033569336,89.4800033569336,88.80000305175781,88.94000244140625,30617100
2014-05-23,82.03578186035156,89.87999725341797,89.9000015258789,89.12000274658203,89.31999969482422,22687300
2014-05-27,83.0580062866211,91.0,91.0199966430664,90.19999694824219,90.27999877929688,29725200
2014-05-28,82.80248260498047,90.72000122070312,91.0999984741211,90.6500015258789,90.97000122070312,30468100
2014-05-29,83.33186340332031,91.30000305175781,91.30999755859375,90.86000061035156,91.04000091552734,33036100
2014-05-30,83.34098052978516,91.30999755859375,91.44999694824219,90.83000183105469,91.31999969482422,29906400
2014-06-02,83.25879669189453,91.22000122070312,91.44000244140625,90.63999938964844,91.41999816894531,30409900
2014-06-03,83.22232055664062,91.18000030517578,91.33000183105469,90.80000305175781,90.91999816894531,21774500
2014-06-04,83.53262329101562,91.5199966430664,91.66999816894531,90.80999755859375,90.94999694824219,20118300
2014-06-05,84.23544311523438,92.29000091552734,92.45999908447266,91.29000091552734,91.5999984741211,35583100
2014-06-06,84.71918487548828,92.81999969482422,92.81999969482422,92.44999694824219,92.62999725341797,22680600
2014-06-09,84.6552963256836,92.75,92.9800033569336,92.5,92.83999633789062,23399500
2014-06-10,84.80135345458984,92.91000366210938,92.95999908447266,92.55999755859375,92.66999816894531,20626000
2014-06-11,84.78305053710938,92.88999938964844,93.0199966430664,92.5,92.58999633789062,22878200
2014-06-12,84.01638793945312,92.05000305175781,92.79000091552734,91.7300033569336,92.69000244140625,35275900
2014-06-13,84.26282501220703,92.31999969482422,92.55000305175781,91.91999816894531,92.44999694824219,39447100
2014-06-16,84.33584594726562,92.4000015258789,92.66999816894531,91.95999908447266,92.16000366210938,25212300
2014-06-17,84.3814697265625,92.44999694824219,92.69999694824219,92.18000030517578,92.33000183105469,19977900
2014-06-18,84.8560562133789,92.97000122070312,93.0999984741211,91.9800033569336,92.54000091552734,34514000
